"Title"	"Year"	"Genres"	"Language"	"Country"	"Content Rating"	"Duration"	"Aspect Ratio"	"Budget"	"Gross Earnings"	"Director"	"Actor 1"	"Actor 2"	"Actor 3"	"Facebook Likes - Director"	"Facebook Likes - Actor 1"	"Facebook Likes - Actor 2"	"Facebook Likes - Actor 3"	"Facebook Likes - cast Total"	"Facebook likes - Movie"	"Facenumber in posters"	"User Votes"	"Reviews by Users"	"Reviews by Crtiics"	"IMDB Score"
"Girls Gone Dead "	2012	"Comedy|Horror"	"English"	"USA"	"R"	104	2.35	5e+05	NA	"Michael Hoffman Jr."	"Vincent Chimato"	"John McGlothlin"	"Al Sapienza"	32	685	492	238	2102	0	2	2012	28	64	3.5
"Good Deeds "	2012	"Comedy|Drama|Romance"	"English"	"USA"	"PG-13"	110	2.35	NA	35010192	"Tyler Perry"	"Eddie Cibrian"	"Phylicia Rashad"	"Jamie Kennedy"	0	849	597	490	2226	0	1	6352	43	42	5.4
"Grabbers "	2012	"Comedy|Horror|Sci-Fi|Thriller"	"English"	"UK"	"Not Rated"	94	2.35	4e+06	NA	"Jon Wright"	"Russell Tovey"	"Richard Coyle"	"Bronagh Gallagher"	4	796	567	114	1832	11000	0	13227	70	187	6.3
"Hardflip "	2012	"Action|Drama"	"English"	"USA"	"PG-13"	112	1.85	1e+06	96734	"Johnny Remo"	"Matthew Ziff"	"Randy Wayne"	"Raquel Elizabeth Ames"	74	260000	984	891	263584	706	3	606	5	2	5.6
"Hayride "	2012	"Crime|Drama|Horror"	"English"	"USA"	"Not Rated"	93	1.78	60000	NA	"Terron R. Parsons"	"Richard Tyson"	"Jeremy Sande"	"Corlandos Scott"	9	743	413	133	1527	284	0	485	5	13	3.4
"Here Comes the Boom "	2012	"Action|Comedy|Sport"	"English"	"USA"	"PG"	105	1.85	4.2e+07	45290318	"Frank Coraci"	"Salma Hayek"	"Reggie Lee"	"Charice"	153	4000	828	491	6727	17000	2	74169	112	154	6.5
"Hit and Run "	2012	"Action|Comedy|Romance"	"English"	"USA"	"R"	100	2.35	2e+06	13746550	"David Palmer"	"Bradley Cooper"	"Tom Arnold"	"Beau Bridges"	21	14000	618	552	15922	0	5	29322	104	176	6.1
"Holy Motors "	2012	"Drama|Fantasy"	"French"	"France"	"Not Rated"	115	1.85	NA	NA	"Leos Carax"	"Kylie Minogue"	"Leos Carax"	"Denis Lavant"	227	690	227	226	1298	12000	0	29440	110	332	7.1
"Hope Springs "	2012	"Comedy|Drama|Romance"	"English"	"USA"	"PG-13"	100	2.35	3e+07	63536011	"David Frankel"	"Meryl Streep"	"Steve Carell"	"Jean Smart"	64	11000	7000	329	19420	0	2	34258	178	234	6.3
"Hotel Transylvania "	2012	"Animation|Comedy|Family|Fantasy"	"English"	"USA"	"PG"	91	1.85	8.5e+07	148313048	"Genndy Tartakovsky"	"Steve Buscemi"	"Adam Sandler"	"Jon Lovitz"	266	12000	11000	11000	37142	28000	2	164148	168	256	7.1
"House at the End of the Street "	2012	"Drama|Horror|Thriller"	"English"	"Canada"	"PG-13"	101	2.35	6900000	31607598	"Mark Tonderai"	"Jennifer Lawrence"	"Nolan Gerard Funk"	"Gil Bellows"	13	34000	924	261	35717	10000	1	58366	160	224	5.6
"How to Fall in Love "	2012	"Comedy|Romance"	"English"	"USA"	"TV-G"	84	1.78	4e+06	NA	"Mark Griffiths"	"Eric Mabius"	"Gina Holden"	"Brooke D'Orsay"	4	637	346	271	1932	170	2	1929	4	3	6.3
"Ice Age: Continental Drift "	2012	"Adventure|Animation|Comedy|Family"	"English"	"USA"	"PG"	88	2.35	9.5e+07	161317423	"Steve Martino"	"Peter Dinklage"	"Josh Gad"	"Drake"	20	22000	1000	916	25354	14000	0	145321	139	233	6.6
"Indie Game: The Movie "	2012	"Documentary"	"English"	"Canada"	"Not Rated"	103	16	1e+05	NA	"Lisanne Pajot"	"Jonathan Blow"	"Edmund McMillen"	"Phil Fish"	0	0	0	0	0	0	0	16701	23	50	7.7
"Inescapable "	2012	"Drama|Mystery|Romance|Thriller"	"English"	"Canada"	"R"	93	2.35	4e+06	4063	"Ruba Nadda"	"Saad Siddiqui"	"Bonnie Lee Bouman"	"Fadia Nadda"	55	223	11	5	242	657	3	2086	20	36	5.2
"Jab Tak Hai Jaan "	2012	"Drama|Romance"	"Hindi"	"India"	"Not Rated"	176	2.35	7217600	3047539	"Yash Chopra"	"Shah Rukh Khan"	"Katrina Kaif"	"Vic Waghorn"	147	8000	3000	1000	13762	12000	4	42296	286	50	6.9
"Jack Reacher "	2012	"Action|Crime|Mystery|Thriller"	"English"	"USA"	"PG-13"	130	2.35	6e+07	80033643	"Christopher McQuarrie"	"Tom Cruise"	"Robert Duvall"	"David Oyelowo"	188	10000	3000	1000	16385	38000	2	226570	448	387	7
"Jack Reacher "	2012	"Action|Crime|Mystery|Thriller"	"English"	"USA"	"PG-13"	130	2.35	6e+07	80033643	"Christopher McQuarrie"	"Tom Cruise"	"Robert Duvall"	"David Oyelowo"	188	10000	3000	1000	16385	38000	2	226583	448	387	7
"John Carter "	2012	"Action|Adventure|Sci-Fi"	"English"	"USA"	"PG-13"	132	2.35	263700000	73058679	"Andrew Stanton"	"Daryl Sabara"	"Samantha Morton"	"Polly Walker"	475	640	632	530	1873	24000	1	212204	738	462	6.6
"Journey 2: The Mysterious Island "	2012	"Action|Adventure|Comedy|Family|Fantasy|Sci-Fi"	"English"	"USA"	"PG"	94	1.85	7.9e+07	103812241	"Brad Peyton"	"Josh Hutcherson"	"Dwayne Johnson"	"Kristin Davis"	62	14000	12000	722	27842	0	3	67296	133	178	5.8
"Joyful Noise "	2012	"Comedy|Music"	"English"	"USA"	"PG-13"	118	2.35	2.5e+07	30920167	"Todd Graff"	"Dolly Parton"	"Jeremy Jordan"	"Jesse L. Martin"	650	1000	773	715	3389	0	4	6476	71	98	5.7
"Katy Perry: Part of Me "	2012	"Documentary|Music"	"English"	"USA"	"PG"	93	1.85	1.2e+07	25240988	"Dan Cutforth"	"Lexie Contursi"	"Ashley Ashida Dixon"	"Anthony Burrell"	4	28	9	8	52	0	0	12383	50	68	5.9
"Khiladi 786 "	2012	"Action|Comedy"	"Hindi"	"India"	"Not Rated"	141	NA	NA	352684	"Ashish R. Mohan"	"Asin"	"Mithun Chakraborty"	"Johnny Lever"	2	634	284	61	1065	365	1	4633	31	23	4.3
"Killing Them Softly "	2012	"Crime|Thriller"	"English"	"USA"	"R"	97	2.35	1.5e+07	14938570	"Andrew Dominik"	"Brad Pitt"	"Sam Shepard"	"Ben Mendelsohn"	181	11000	820	748	14025	20000	1	111625	369	414	6.2
"Les Misérables "	2012	"Drama|Musical|Romance"	"English"	"USA"	"PG-13"	158	1.85	6.1e+07	148775460	"Tom Hooper"	"Hugh Jackman"	"Eddie Redmayne"	"Anne Hathaway"	0	20000	13000	11000	46204	144000	1	243834	845	488	7.6
"Life of Pi "	2012	"Adventure|Drama|Fantasy"	"English"	"USA"	"PG"	127	1.85	1.2e+08	124976634	"Ang Lee"	"Suraj Sharma"	"Rafe Spall"	"Tabu"	0	774	358	341	2121	122000	0	440084	755	552	8
"Lincoln "	2012	"Biography|Drama|History|War"	"English"	"USA"	"PG-13"	150	2.35	6.5e+07	182204440	"Steven Spielberg"	"Joseph Gordon-Levitt"	"Hal Holbrook"	"Bruce McGill"	14000	23000	826	655	25517	71000	0	197412	720	538	7.4
"Lockout "	2012	"Action|Adventure|Sci-Fi|Thriller"	"English"	"France"	"PG-13"	95	2.35	2e+07	14291570	"James Mather"	"Joseph Gilgun"	"Vincent Regan"	"Jacky Ido"	4	788	447	80	1414	10000	2	82082	236	289	6.1
"LOL "	2012	"Comedy|Drama|Romance"	"English"	"USA"	"PG-13"	97	2.35	1.1e+07	NA	"Lisa Azuelos"	"Nora Dunn"	"Lina Esco"	"Alix Freihage"	15	142	79	19	248	18000	1	45144	111	54	4.3
"Looper "	2012	"Action|Crime|Drama|Sci-Fi|Thriller"	"English"	"USA"	"R"	119	2.35	3e+07	66468315	"Rian Johnson"	"Joseph Gordon-Levitt"	"Bruce Willis"	"Tracie Thoms"	0	23000	13000	502	37387	75000	0	428916	667	589	7.4
"Madagascar 3: Europe's Most Wanted "	2012	"Adventure|Animation|Comedy|Family"	"English"	"USA"	"PG"	93	1.85	1.45e+08	216366733	"Eric Darnell"	"Jada Pinkett Smith"	"Martin Short"	"Cedric the Entertainer"	35	851	770	436	2444	17000	0	119213	154	211	6.9
"Madea's Witness Protection "	2012	"Comedy|Crime|Drama"	"English"	"USA"	"PG-13"	114	1.85	2e+07	65623128	"Tyler Perry"	"John Amos"	"Tom Arnold"	"Romeo Miller"	0	982	618	582	2753	0	5	7354	50	31	4.8
"Magic Mike "	2012	"Comedy|Drama"	"English"	"USA"	"R"	110	2.35	7e+06	113709992	"Steven Soderbergh"	"Channing Tatum"	"Alex Pettyfer"	"Matthew McConaughey"	0	17000	15000	11000	46646	54000	1	108843	281	324	6.1
"Man on a Ledge "	2012	"Action|Crime|Thriller"	"English"	"USA"	"PG-13"	102	2.35	4.2e+07	18600911	"Asger Leth"	"Robert Clohessy"	"Mandy Gonzalez"	"J. Smith-Cameron"	20	107	81	54	362	11000	6	125198	153	258	6.6
"Maniac "	2012	"Horror|Thriller"	"English"	"France"	"Not Rated"	89	2.35	6e+06	12843	"Franck Khalfoun"	"America Olivo"	"Nora Arnezeder"	"Liane Balaban"	33	470	378	118	1233	0	0	27297	131	279	6.1
"Men in Black 3 "	2012	"Action|Adventure|Comedy|Family|Fantasy|Sci-Fi"	"English"	"USA"	"PG-13"	106	1.85	2.25e+08	179020854	"Barry Sonnenfeld"	"Will Smith"	"Michael Stuhlbarg"	"Nicole Scherzinger"	188	10000	816	718	12572	40000	1	268154	341	451	6.8
"Middle of Nowhere "	2012	"Drama"	"English"	"USA"	"R"	97	2.35	2e+05	78030	"Ava DuVernay"	"Omari Hardwick"	"David Oyelowo"	"Lorraine Toussaint"	151	1000	1000	305	3021	569	2	1034	10	37	6.5
"Mirror Mirror "	2012	"Adventure|Comedy|Drama|Family|Fantasy"	"English"	"USA"	"PG"	106	1.85	8.5e+07	64933670	"Tarsem Singh"	"Julia Roberts"	"Nathan Lane"	"Danny Woodburn"	763	8000	886	809	11454	18000	1	70838	208	382	5.6
"Moonrise Kingdom "	2012	"Adventure|Comedy|Drama|Romance"	"English"	"USA"	"PG-13"	94	1.85	1.6e+07	45507053	"Wes Anderson"	"Bruce Willis"	"Bill Murray"	"Bob Balaban"	0	13000	13000	559	27911	71000	2	237848	377	487	7.8
"Mud "	2012	"Drama"	"English"	"USA"	"PG-13"	130	2.35	1e+07	21589307	"Jeff Nichols"	"Matthew McConaughey"	"Tye Sheridan"	"Sam Shepard"	337	11000	1000	820	13960	27000	1	135286	261	368	7.4
"No Vacancy "	2012	"Horror"	"English"	"USA"	"R"	81	NA	4e+06	NA	"Chris Stokes"	"Kristen Quintrall"	"Rachel Sterling"	"Black Thomas"	548	166	134	104	609	531	0	1561	21	14	4.2
"Now Is Good "	2012	"Drama|Romance"	"English"	"UK"	"PG-13"	103	2.35	NA	NA	"Ol Parker"	"Jeremy Irvine"	"Olivia Williams"	"Paddy Considine"	21	25000	766	680	26999	0	3	26863	54	48	7.2
"On the Road "	2012	"Adventure|Drama"	"English"	"France"	"R"	137	2.35	2.5e+07	717753	"Walter Salles"	"Kristen Stewart"	"Viggo Mortensen"	"Kirsten Dunst"	179	17000	10000	4000	33747	27000	4	33107	128	252	6.1
"One for the Money "	2012	"Action|Comedy|Crime|Romance|Thriller"	"English"	"USA"	"PG-13"	91	2.35	4e+07	26404753	"Julie Anne Robinson"	"Fisher Stevens"	"Debbie Reynolds"	"Patrick Fischler"	30	922	786	497	3301	19000	1	34203	169	127	5.3
"Outside Bet "	2012	"Comedy"	"English"	"UK"	NA	101	NA	7500000	NA	"Sacha Bennett"	"Bob Hoskins"	"Jenny Agutter"	"Vincent Regan"	22	5000	659	447	7206	223	3	243	3	4	4.8
"Paranormal Activity 4 "	2012	"Horror"	"English"	"USA"	"R"	96	1.85	5e+06	53884821	"Henry Joost"	"Matt Shively"	"Brendon Eggertsen"	"Alisha Boe"	24	235	119	113	799	26000	0	51204	247	248	4.6
"ParaNorman "	2012	"Adventure|Animation|Comedy|Family|Fantasy"	"English"	"USA"	"PG"	92	2.35	6e+07	55994557	"Chris Butler"	"Anna Kendrick"	"Kodi Smit-McPhee"	"Elaine Stritch"	28	10000	884	586	13597	12000	0	72287	176	328	7
"Parental Guidance "	2012	"Comedy|Family"	"English"	"USA"	"PG"	105	1.85	2.5e+07	77264926	"Andy Fickman"	"Bailee Madison"	"Gedde Watanabe"	"Tom Everett Scott"	99	3000	448	433	5740	0	5	21176	107	139	6.1
"Pitch Perfect "	2012	"Comedy|Music|Romance"	"English"	"USA"	"PG-13"	112	1.85	1.7e+07	64998368	"Jason Moore"	"Anna Kendrick"	"Hana Mae Lee"	"Ben Platt"	36	10000	751	746	12676	36000	4	213898	250	223	7.2
"Playing for Keeps "	2012	"Comedy|Romance|Sport"	"English"	"USA"	"PG-13"	105	2.35	3.5e+07	13101142	"Gabriele Muccino"	"Gerard Butler"	"Dennis Quaid"	"Judy Greer"	125	18000	2000	2000	23122	0	5	23916	50	135	5.7
"Premium Rush "	2012	"Action|Crime|Thriller"	"English"	"USA"	"PG-13"	91	2.35	3.5e+07	20275446	"David Koepp"	"Joseph Gordon-Levitt"	"Dania Ramirez"	"Aasif Mandvi"	192	23000	1000	346	24669	20000	0	95274	178	248	6.5
"Project X "	2012	"Comedy|Crime"	"English"	"USA"	"R"	93	1.85	1.2e+07	54724272	"Nima Nourizadeh"	"Dax Flame"	"Kirby Bliss Blanton"	"Oliver Cooper"	166	971	329	281	2043	29000	0	157051	261	229	6.7
"Prometheus "	2012	"Adventure|Mystery|Sci-Fi"	"English"	"USA"	"R"	124	2.35	1.3e+08	126464904	"Ridley Scott"	"Michael Fassbender"	"Charlize Theron"	"Sean Harris"	0	13000	9000	641	24098	97000	0	456260	2326	775	7
"Promised Land "	2012	"Drama"	"English"	"USA"	"R"	106	1.85	1.5e+07	7556708	"Gus Van Sant"	"Matt Damon"	"Hal Holbrook"	"Terry Kinney"	835	13000	826	363	14544	10000	1	30284	102	242	6.6
"Quartet "	2012	"Comedy|Drama"	"English"	"UK"	"PG-13"	98	2.35	1.1e+07	18381787	"Dustin Hoffman"	"Luke Newberry"	"Sheridan Smith"	"Pauline Collins"	0	358	156	123	1114	13000	4	15684	126	175	6.8
"Red Lights "	2012	"Drama|Horror|Mystery|Thriller"	"English"	"Spain"	"R"	114	2.35	1.4e+07	NA	"Rodrigo Cortés"	"Robert De Niro"	"Toby Jones"	"Craig Roberts"	89	22000	2000	920	25804	10000	2	48162	140	195	6.2
"Red Tails "	2012	"Action|Adventure|Drama|History|War"	"English"	"USA"	"PG-13"	125	2.35	5.8e+07	49875589	"Anthony Hemingway"	"David Oyelowo"	"Nate Parker"	"Tristan Mack Wilds"	143	1000	664	519	4416	0	0	28807	273	144	5.9
"Resident Evil: Retribution "	2012	"Action|Horror|Sci-Fi|Thriller"	"English"	"Germany"	"R"	96	2.35	6.5e+07	42345531	"Paul W.S. Anderson"	"Milla Jovovich"	"Boris Kodjoe"	"Bingbing Li"	545	14000	1000	974	17913	32000	0	104831	423	239	5.4
"Restless "	2012	"Drama|Romance"	"English"	"UK"	NA	180	16	NA	NA	"Edward Hall"	"Rufus Sewell"	"Hayley Atwell"	"Charlotte Rampling"	0	3000	2000	844	6343	434	2	2098	12	17	7.2
"Rise of the Guardians "	2012	"Adventure|Animation|Family|Fantasy"	"English"	"USA"	"PG"	97	1.85	1.45e+08	103400692	"Peter Ramsey"	"Hugh Jackman"	"Kamil McFadden"	"Khamani Griffin"	52	20000	315	161	20645	25000	0	123553	174	256	7.3
"Robot & Frank "	2012	"Comedy|Crime|Drama|Sci-Fi"	"English"	"USA"	"PG-13"	89	2.35	2500000	3325638	"Jake Schreier"	"Frank Langella"	"Joshua Ormond"	"Ana Gasteyer"	14	902	291	215	1980	13000	3	52509	84	252	7.1
"Rock of Ages "	2012	"Comedy|Drama|Musical|Romance"	"English"	"USA"	"PG-13"	136	2.35	7.5e+07	38509342	"Adam Shankman"	"James Martin Kelly"	"Shane Hartline"	"Celina Beach"	163	394	217	66	712	33000	7	61995	356	360	5.9
"Run, Hide, Die "	2012	"Horror|Thriller"	"English"	"USA"	NA	75	2.35	50000	NA	"Collin Joseph Neal"	"Julianne Gabert"	"Thomas Brophy"	"Ronee Collins"	14	252	132	130	638	225	0	106	5	7	3.7
"Safe House "	2012	"Action|Crime|Mystery|Thriller"	"English"	"USA"	"R"	115	2.35	8.5e+07	126149655	"Daniel Espinosa"	"Denzel Washington"	"Ryan Reynolds"	"Sam Shepard"	79	18000	16000	820	36237	19000	1	166693	276	298	6.8
"Safe "	2012	"Action|Crime|Thriller"	"English"	"USA"	"R"	94	2.35	3e+07	17120019	"Boaz Yakin"	"Jason Statham"	"Reggie Lee"	"Robert John Burke"	132	26000	828	317	27759	12000	2	83097	134	258	6.5
"Safety Not Guaranteed "	2012	"Comedy|Drama|Romance"	"English"	"USA"	"R"	86	2.35	750000	4007792	"Colin Trevorrow"	"Mary Lynn Rajskub"	"Mark Duplass"	"Jeff Garlin"	365	934	830	522	2714	31000	0	101287	260	271	7
"Sanctuary; Quite a Conundrum "	2012	"Comedy|Horror|Thriller"	"English"	"USA"	NA	82	16	2e+05	NA	"Thomas L. Phillips"	"Julianna Pitt"	"Joe Coffey"	"John Lucas"	120	785	98	84	1111	424	NA	133	8	13	5.4
"Savages "	2012	"Crime|Drama|Thriller"	"English"	"USA"	"R"	141	2.35	4.5e+07	47307550	"Oliver Stone"	"Demián Bichir"	"Shea Whigham"	"Gary Stretch"	0	749	463	404	1948	28000	4	104301	269	339	6.5
"Seeking a Friend for the End of the World "	2012	"Adventure|Comedy|Drama|Romance|Sci-Fi"	"English"	"USA"	"R"	101	2.35	1e+07	6619173	"Lorene Scafaria"	"Steve Carell"	"Mark Moses"	"Rob Huebel"	63	7000	353	172	7747	25000	2	87203	221	265	6.7
"Seven Psychopaths "	2012	"Comedy|Crime"	"English"	"UK"	"R"	110	2.35	1.5e+07	14989761	"Martin McDonagh"	"Abbie Cornish"	"Gabourey Sidibe"	"Michael Stuhlbarg"	454	2000	906	816	4757	52000	7	185845	284	401	7.2
"Shanghai Calling "	2012	"Comedy|Drama|Romance"	"English"	"USA"	"PG-13"	100	2.35	NA	10443	"Daniel Hsia"	"Alan Ruck"	"Daniel Henney"	"Eliza Coupe"	0	946	719	489	2386	660	5	1255	9	14	6.3
"Should've Been Romeo "	2012	"Comedy|Drama"	"English"	"USA"	NA	NA	NA	5e+06	NA	"Marc Bennett"	"Michael Rapaport"	"Natasha Henstridge"	"Costas Mandylor"	3	975	900	723	4991	35	15	38	2	2	6.7
"Silent Hill: Revelation 3D "	2012	"Adventure|Drama|Horror|Mystery|Thriller"	"English"	"France"	"R"	95	2.35	2e+07	17529157	"Michael J. Bassett"	"Radha Mitchell"	"Deborah Kara Unger"	"Martin Donovan"	83	991	494	206	2173	25000	0	49888	220	173	5
"Silver Linings Playbook "	2012	"Comedy|Drama|Romance"	"English"	"USA"	"R"	122	2.35	2.1e+07	132088910	"David O. Russell"	"Jennifer Lawrence"	"Robert De Niro"	"Bradley Cooper"	737	34000	22000	14000	72115	117000	0	533607	692	539	7.8
"Sinister "	2012	"Horror|Mystery"	"English"	"USA"	"R"	110	2.35	3e+06	48056940	"Scott Derrickson"	"Danielle Kotch"	"Victoria Leigh"	"James Ransone"	301	1000	419	412	2239	58000	0	155153	524	411	6.8
"Skyfall "	2012	"Action|Adventure|Thriller"	"English"	"UK"	"PG-13"	143	2.35	2e+08	304360277	"Sam Mendes"	"Albert Finney"	"Helen McCrory"	"Rory Kinnear"	0	883	563	393	2039	80000	0	522030	1498	750	7.8
"Skyfall "	2012	"Action|Adventure|Thriller"	"English"	"UK"	"PG-13"	143	2.35	2e+08	304360277	"Sam Mendes"	"Albert Finney"	"Helen McCrory"	"Rory Kinnear"	0	883	563	393	2039	80000	0	522048	1498	750	7.8
"Small Apartments "	2012	"Comedy|Crime|Drama"	"English"	"USA"	"R"	96	1.85	2e+06	NA	"Jonas Åkerlund"	"Noel Gugliemi"	"Saffron Burrows"	"Matt Lucas"	68	2000	811	722	3683	0	6	5732	26	33	6.1
"Snow Queen "	2012	"Adventure|Animation|Family"	"Russian"	"Russia"	"PG"	80	NA	7e+06	NA	"Vladlen Barbe"	"Erin Fitzgerald"	"Wendee Lee"	"Ivan Okhlobystin"	0	99	62	26	218	453	1	1159	9	10	5.3
"Snow White and the Huntsman "	2012	"Action|Adventure|Drama|Fantasy"	"English"	"USA"	"PG-13"	132	2.35	1.7e+08	155111815	"Rupert Sanders"	"Chris Hemsworth"	"Kristen Stewart"	"Sam Claflin"	274	26000	17000	11000	72881	53000	0	228554	710	416	6.1
"Snow White: A Deadly Summer "	2012	"Horror"	"English"	"USA"	"PG-13"	83	1.78	1e+06	NA	"David DeCoteau"	"Maureen McCormick"	"Shanley Caswell"	"Tim Abell"	142	458	383	317	1549	150	1	634	14	7	2.2
"Sparkle "	2012	"Drama|Music"	"English"	"USA"	"PG-13"	116	2.35	1.7e+07	24397469	"Salim Akil"	"Omari Hardwick"	"Curtis Armstrong"	"Mike Epps"	70	1000	876	706	5804	0	7	5161	48	82	5.7
"Spring Breakers "	2012	"Crime|Drama"	"English"	"USA"	"R"	94	2.35	5e+06	14123773	"Harmony Korine"	"James Franco"	"Heather Morris"	"Rachel Korine"	520	11000	892	192	12306	25000	4	108683	561	444	5.3
"Step Up Revolution "	2012	"Drama|Music|Romance"	"English"	"USA"	"PG-13"	99	2.35	3.3e+07	35057332	"Scott Speer"	"Ryan Guzman"	"Stephen Boss"	"Misha Gabriel Hamilton"	35	3000	594	433	4863	19000	0	45394	72	121	6.5
"Stitches "	2012	"Comedy|Horror"	"English"	"Ireland"	"R"	86	1.85	NA	NA	"Conor McMahon"	"Peter McQuinn"	"Tommy Knight"	"Jemma Curran"	5	121	94	47	322	0	0	6585	53	98	5.7
"Stolen "	2012	"Action|Crime|Drama|Thriller"	"English"	"USA"	"R"	96	2.35	3.5e+07	183125	"Simon West"	"Nicolas Cage"	"Mark Valley"	"Sami Gayle"	165	12000	774	566	14978	0	1	36914	86	98	5.5
"Supercapitalist "	2012	"Thriller"	"English"	"USA"	"Not Rated"	102	NA	NA	13220	"Simon Yin"	"Paul Sheehan"	"Linus Roache"	"Kathy Uyen"	0	473	303	46	892	115	0	289	9	20	3.9
"Supporting Characters "	2012	"Comedy"	"English"	"USA"	"Not Rated"	87	NA	NA	NA	"Daniel Schechter"	"Lena Dunham"	"Kevin Corrigan"	"Alex Karpovsky"	8	969	778	272	2398	209	0	760	4	15	6.3
"Taken 2 "	2012	"Action|Crime|Thriller"	"English"	"France"	"PG-13"	98	2.35	4.5e+07	139852971	"Olivier Megaton"	"Liam Neeson"	"Luke Grimes"	"D.B. Sweeney"	118	14000	935	558	16410	63000	0	238671	461	358	6.3
"Ted "	2012	"Comedy|Fantasy"	"English"	"USA"	"R"	112	1.85	5e+07	218628680	"Seth MacFarlane"	"Mila Kunis"	"Seth MacFarlane"	"Tom Skerritt"	3000	15000	3000	1000	21773	74000	1	471644	623	457	7
"That's My Boy "	2012	"Comedy"	"English"	"USA"	"R"	116	2.35	7e+07	36931089	"Sean Anders"	"Adam Sandler"	"Leighton Meester"	"Will Forte"	51	11000	3000	622	16484	12000	2	70681	198	157	5.6
"The Act of Killing "	2012	"Biography|Crime|Documentary|History"	"Indonesian"	"UK"	"Not Rated"	96	1.85	1e+06	484221	"Joshua Oppenheimer"	"Anwar Congo"	"Herman Koto"	"Syamsul Arifin"	50	3	3	0	6	20000	1	23836	107	248	8.2
"The Amazing Spider-Man "	2012	"Action|Adventure|Fantasy"	"English"	"USA"	"PG-13"	153	2.35	2.3e+08	262030663	"Marc Webb"	"Emma Stone"	"Andrew Garfield"	"Chris Zylka"	464	15000	10000	963	28489	56000	0	451803	1225	599	7
"The Apparition "	2012	"Horror|Thriller"	"English"	"USA"	"PG-13"	83	2.35	1.7e+07	4930798	"Todd Lincoln"	"Julianna Guill"	"Rick Gomez"	"Tim Williams"	57	465	152	62	730	0	1	16268	108	145	4.1
"The Avengers "	2012	"Action|Adventure|Sci-Fi"	"English"	"USA"	"PG-13"	173	1.85	2.2e+08	623279547	"Joss Whedon"	"Chris Hemsworth"	"Robert Downey Jr."	"Scarlett Johansson"	0	26000	21000	19000	87697	123000	3	995415	1722	703	8.1
"The Avengers "	2012	"Action|Adventure|Sci-Fi"	"English"	"USA"	"PG-13"	173	1.85	2.2e+08	623279547	"Joss Whedon"	"Chris Hemsworth"	"Robert Downey Jr."	"Scarlett Johansson"	0	26000	21000	19000	87697	123000	3	995415	1722	703	8.1
"The Bourne Legacy "	2012	"Action|Adventure|Thriller"	"English"	"USA"	"PG-13"	135	2.35	1.25e+08	113165635	"Tony Gilroy"	"Jeremy Renner"	"Scott Glenn"	"Stacy Keach"	209	10000	826	602	12175	31000	0	229823	504	436	6.7
"The Brass Teapot "	2012	"Comedy|Fantasy|Thriller"	"English"	"USA"	"R"	101	2.35	9e+05	6643	"Ramaa Mosley"	"Jack McBrayer"	"Michael Angarano"	"Alia Shawkat"	6	975	947	727	4184	0	2	11965	39	62	6.4
"The Cabin in the Woods "	2012	"Fantasy|Horror|Mystery|Thriller"	"English"	"USA"	"R"	95	2.35	3e+07	42043633	"Drew Goddard"	"Chris Hemsworth"	"Bradley Whitford"	"Kristen Connolly"	246	26000	821	751	29551	66000	0	277172	986	634	7
"The Campaign "	2012	"Comedy"	"English"	"USA"	"R"	85	1.85	9.5e+07	86897182	"Jay Roach"	"Will Ferrell"	"Thomas Middleditch"	"Katherine LaNasa"	116	8000	331	329	9271	18000	0	106790	177	255	6.2
"The Cold Light of Day "	2012	"Action|Thriller"	"English"	"USA"	"PG-13"	93	2.35	2e+07	3749061	"Mabrouk El Mechri"	"Henry Cavill"	"Bruce Willis"	"Óscar Jaenada"	19	15000	13000	619	30134	0	3	28629	113	119	4.9
"The Collection "	2012	"Action|Horror|Thriller"	"English"	"USA"	"R"	82	2.35	1e+07	6842058	"Marcus Dunstan"	"Daniel Sharman"	"Johanna Braddy"	"Lee Tergesen"	87	1000	581	444	3818	14000	0	36029	99	147	6.1
"The Dark Knight Rises "	2012	"Action|Thriller"	"English"	"USA"	"PG-13"	164	2.35	2.5e+08	448130642	"Christopher Nolan"	"Tom Hardy"	"Christian Bale"	"Joseph Gordon-Levitt"	22000	27000	23000	23000	106759	164000	0	1144337	2701	813	8.5
"The Devil Inside "	2012	"Horror"	"English"	"USA"	"R"	83	1.85	1e+06	53245055	"William Brent Bell"	"Fernanda Andrade"	"Claudiu Trandafir"	"Brian Johnson"	19	403	169	128	988	12000	0	30570	290	225	4.2
"The Dictator "	2012	"Comedy|Romance"	"English"	"USA"	"R"	99	2.35	6.5e+07	59617068	"Larry Charles"	"Sayed Badreya"	"Aasif Mandvi"	"Horatio Sanz"	119	600	346	174	1375	59000	0	213863	310	313	6.4
"The Expendables 2 "	2012	"Action|Adventure|Thriller"	"English"	"USA"	"R"	103	2.35	9.2e+07	85017401	"Simon West"	"Jason Statham"	"Sylvester Stallone"	"Bruce Willis"	165	26000	13000	13000	57881	108000	3	246803	474	383	6.7
"The Five-Year Engagement "	2012	"Comedy|Romance"	"English"	"USA"	"R"	131	1.85	3e+07	28644770	"Nicholas Stoller"	"Alison Brie"	"Jacki Weaver"	"David Paymer"	89	2000	401	372	3479	11000	2	78974	141	232	6.2
